"Google Documents","理財幫手AndroMoney","20260518"
"Id","幣別","金額","分類","子分類","日期","付款(轉出)","收款(轉入)","備註","Periodic","專案","商家(公司)","uid","時間"
"6859","TWD","1099","居家生活","網路費","20260321","台新銀行","","500G寬頻","7|20250121|20260421|null|2|1","","","abef87863d194a2e9ea3f1643b5f4b15_20260321",""
"6865","TWD","121","餐飲食品","食材","20260322","台新信用卡","","低糖寶礦力水得x2瓶（其實爬山一瓶就好？），紐澳良雞腿三明治，濃豆漿","","","","2848335385ff4a13a7150115cbb118e2","1031"
"6864","TWD","43","餐飲食品","飲料","20260322","台新信用卡","","低脂牛奶290，230各一","","","","b851522066cf4ae7b0ccd807bf5733eb","1030"
"6863","TWD","460","餐飲食品","晚餐","20260322","台新銀行","","豐樂亨鍋：石頭鍋牡蠣蛤蜊，加一成服務費，彥碩先出，轉帳給他","","","","1019765974844781912a44c2b2b26962","952"
"6861","TWD","56","運輸交通","捷運","20260322","愛心卡","","","","","","3f72f38aa7284e23a31ee530ac1a4ea4","1950"
"6860","TWD","280","運輸交通","高鐵","20260322","台新信用卡","","","","","","16e4db25658141c38ec38ca72bac58e1","1918"
"6868","TWD","82","投資收入","定存","20260323","","玉山定存","","","","","2f20878435bf4079a27949043c3988dc","1311"
"6867","TWD","50000","轉帳","一般轉帳","20260323","玉山活存","玉山定存","","","","","1b3aebbdeb42413984cb142019d543b1","1306"
"6866","TWD","190","餐飲食品","午餐","20260323","常皮","","波奇波奇：自選夏威夷飯（雞肉，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，海藻沙拉 \n ，南瓜子）","","","","436693edcb1c449cb449559874dc0bd5","1304"
"6862","TWD","998","3C通訊","電話費","20260323","台新信用卡","","","8|20250523|20260323|null|2|2","","","49f6368abfd84c2493cb87d0d0d55567_20260323",""
"6871","TWD","224","帳目整理","帳目整理","20260324","","常皮","","","","","26ef53dce108428da8f0d328ade849ac","1306"
"6870","TWD","230","餐飲食品","午餐","20260324","常皮","","饗：厚切豬排唐揚雞蓋飯","","","","a824859a97164146a0691c1357689373","1243"
"6869","TWD","4646","轉帳","一般轉帳","20260324","台新銀行","台新信用卡","","","","","649dd878cb3445a5814980026aee735a","1034"
"6875","TWD","143","餐飲食品","晚餐","20260325","台新信用卡","","瑞穗鮮乳-低溫殺菌鮮乳，愛妃蘋果切片，辣牛肉甜奶油義大利麵（弟吃），都是打折","","","","a5dbcc925c2f48b9a7ede33c114e0358","2251"
"6874","TWD","420","休閒娛樂","電影","20260325","台新信用卡","","跟弟一起看狸想世界","","","","50f7c39cfbba4ac88a223e1923de6836","2250"
"6873","TWD","168","餐飲食品","晚餐","20260325","台新信用卡","","巨城山崎麵包：三種乳酪佛卡恰65，辣味香腸55，脆皮烤年糕X2 48，跟弟看電影吃的","","","","45ebb7ca1f074129873c0be689267537","2248"
"6872","TWD","70","餐飲食品","午餐","20260325","台新信用卡","","鮪魚飯糰，ab無糖優酪乳","","","","cca297fe7fa048c7aa8422f6c8a38f4b","1318"
"6774","TWD","2239","理財投資","保險","20260325","台新銀行","","富邦人壽O1*****683-02袁＊皓君主約險種LESA保額30.0000萬元民國115年03月續期保費新台幣2239元，將於民國115年03月25日凌晨自台新銀行末３碼666扣款（已將當年度紅利0元抵繳保費）。","","","","a259236a130c4d3ebdfaaad38b2bf93e","1533"
"6877","TWD","800","服飾美容","鞋子","20260326","台新信用卡","","走四方：鞋墊角度調整，更換表面布","","","","6e1803029b7d47b0996aba7674e58bb7","1956"
"6876","TWD","310","餐飲食品","午餐","20260326","常皮","","黃悶雞米飯：酸湯牛加豆皮金針菇","","","","f24cf91465f14148b6f2141ccca6f13f","1316"
"6878","TWD","250","餐飲食品","午餐","20260327","常皮","","鴨香飯、韭菜鴨腸、炒空心菜","","","","5aeab6de858141b88ce8c9700276c7ac","1437"
"6882","TWD","362","人情交際","送禮請客","20260329","常皮","","品項 (口味) 數量 預估單價 小計 \n 草莓大福 (紅色貼紙) 3 $60 $180 \n 花生大福 (咖啡色貼紙) 2 $35 $70 \n 生巧克力大福 (深褐色貼紙) 1 $48 $48 \n 蜂蜜生乳酪大福 (黃色貼紙) 1 $48 $48 \n 總計 (Total) 7   $362，我吃草莓，巧克力還有乳酪，媽媽跟弟弟吃花生還有草莓，山田麻糬製造所","","","","dd788153a7c24da5ba74faf7e617930a","2134"
"6881","TWD","260","人情交際","送禮請客","20260329","常皮","","跟嬿止吃艾比兒甜點，我付布丁錢，補中餐的錢，我吃提拉伯爵布丁","","","","74c9a91f41104213856a131560d03c9e","2131"
"6880","TWD","90","餐飲食品","飲料","20260329","台新信用卡","","ab無糖優酪乳900cc分大家，綠暢活都是打7折","","","","79e9192e30714c61b0ed80b4448466ab","2129"
"6879","TWD","275","餐飲食品","午餐","20260329","常皮","","泰貓了：泰式船麵，小方塊，泰貓阿華田，嬿止堅持補上次咖啡的部分，說請船麵，後來用布丁抵掉，所以灰色","","","","d5b9eddbdcb14442ab14186b04a20c74","1157"
"6884","TWD","240","餐飲食品","午餐","20260330","常皮","","超想吃湯包：蝦餃7顆x2，雞絲飯大碗","","","","44a9627f928145888a1d279bba64f9d5","1406"
"6883","TWD","16","一般收入","錯誤","20260330","","常皮","","","","","33fa606c86b44a7396fdeb303becf1f4","1313"
"6889","TWD","400","汽機車","維修保養","20260331","常皮","","1000公里換機油(8056","","","","45e8af3fec6843648dcfd9f22e76012d","1928"
"6888","TWD","40","餐飲食品","飲料","20260331","台新信用卡","","AB無加糖優酪乳PE517ml[NT$ 49] ，用掉快過期的點數折9塊錢","","","","cc7b233a1bc8498a9da952a1a587f7cf","1320"
"6887","TWD","3000","轉帳","一般轉帳","20260331","台新銀行","常皮","","","","","44ba99e79b3846e3b4b5d47e58b8cdcd","1320"
"6886","TWD","1","帳目整理","帳目整理","20260331","","常皮","","","","","8688fc17880b402289bcb5ac978dc498","1247"
"6885","TWD","115","餐飲食品","午餐","20260331","常皮","","升一排骨建功店：椒麻雞飯","","","","54bf0fe046744286803e9c9461992285","1208"
"6891","TWD","234","餐飲食品","午餐","20260401","常皮","","三十米路：鮮蚵麵線，皮蛋豆腐","","","","3aecd62df5934587933e95ed410aded7","1133"
"6890","TWD","1130","帳目整理","帳目整理","20260401","","常皮","","","","","972703e9487844d7b6603494dd110630","903"
"6894","TWD","91059","一般收入","公司薪資","20260402","","玉山活存","","","","","ad8a5b43963c4a97b4d3d04723a58792","1722"
"6893","TWD","390","餐飲食品","午餐","20260402","常皮","","龍虎海南雞飯：新加坡燒雞飯，海南雞雞腿","","","","0f22a832eda649a9b9f974ca608a2720","1309"
"6892","TWD","1800","一般收入","其他","20260402","","常皮","除夕與初二紅包，現在才算入帳戶","","","","f14fd2c49fa64c999e286405e3d4ed34","846"
"6895","TWD","185","費用","代墊","20260403","常皮","","12小籠包，1蛋餅2豆漿","","","","029e1bea196d49e68f80842165a13e97","2202"
"6896","TWD","64","休閒娛樂","電玩","20260404","台新信用卡","","deviant art訂閱","","","","4a60161a894f41dd80336db33b130d92","2143"
"6897","TWD","200","3C通訊","軟體","20260405","台新信用卡","","Freefilesync贊助200元","","","","b9edf3a8bfae4dc2ab8463734ef6d7d8","1229"
"6898","TWD","14072","人情交際","孝養父母","20260406","玉山活存","","13000−3/9代墊巨城麵包398−3/18代墊診所隔壁麵包店兩個半條吐司（原味）120元+交通罰單620+大海拉麵710除以二等於355+機車牌照稅800−4/3小籠包185=14072","","","","2b9b9eedf9f749eb84d45880992e75fb","2134"
"6901","TWD","58","餐飲食品","飲料","20260407","台新信用卡","","瑞穗鮮乳-低溫殺菌鮮乳，低脂牛奶400cc","","","","d9c12b02d69e487aae6c4f56b79179f6","1826"
"6900","TWD","20","帳目整理","帳目整理","20260407","","常皮","","","","","cf0c9d96eed14f0dac00001ad30a6079","1346"
"6899","TWD","175","餐飲食品","午餐","20260407","常皮","","東區稻香蛋炒飯長春店：什錦蛋炒飯","","","","d24dd486c86649fda6ffb3bf5ab365b3","1346"
"6903","TWD","229","餐飲食品","晚餐","20260408","台新信用卡","","番茄雞肉烏龍麵，鴻喜菇炸蔬菜","","","丸龜製麵忠孝大潤發","f11c15bf9baa44caa4457d799c821534","2139"
"6902","TWD","289","餐飲食品","午餐","20260408","常皮","","小辛辣 麻辣干鍋 新竹光復本舖：經典干鍋套餐，雞腿肉加10元，涼拌鴨掌配上檸檬紅茶","","","","e65d2b9709144d4eb37a86b8bfb90ec3","1321"
"6905","TWD","240","帳目整理","帳目整理","20260409","","常皮","","","","","f151069b17ab4fe9a8eec38516e0c552","1318"
"6904","TWD","220","餐飲食品","午餐","20260409","常皮","","埔頂鴨肉飯：鴨肉炒麵，炒空心菜，菜脯蛋","","","","4f2e64b1b1eb4c618f4ee393e102368e","1318"
"6908","TWD","50000","理財投資","股票","20260410","玉山活存","","006208+VOO國泰定期定額40000，先轉預備金","","","","f9e285e284fc4780b90c1e7d3429af4c","1635"
"6907","TWD","690","帳目整理","帳目整理","20260410","","常皮","","","","","a4791908d64546deb9cdc133d424e7f0","1338"
"6906","TWD","160","餐飲食品","午餐","20260410","常皮","","三十米路：玉里麵，蒜醬秋葵","","","","a9b741aca29b475e8136d6a9d1f063b9","1334"
"6910","TWD","75","餐飲食品","飲料","20260412","台新信用卡","","ab無糖優酪乳900cc分大家","","","","5c0c0d32aa3c42d5b07a607091a4f9f7","1805"
"6909","TWD","516","餐飲食品","點心零嘴","20260412","台新信用卡","","哈根達斯雪糕買四送四","","","7-Eleven","325f3c7e1fb34db597cc651562e4d491","1805"
"6914","TWD","25000","轉帳","一般轉帳","20260414","玉山活存","玉山定存","","","","","08f7212fe7c1412aa6953c28f4913043","2113"
"6913","TWD","25000","轉帳","一般轉帳","20260414","玉山活存","台新銀行","","","","","be83bfe82a2e4c4fbb89f30a38e54e9d","2109"
"6912","TWD","4","費用","錯誤","20260414","台新信用卡","","","","","","17c4a3e4803b426cbc7643785748a5b2","2105"
"6911","TWD","139","餐飲食品","午餐","20260414","常皮","","楊家肉燥飯：蛤蜊麵加蔬菜","","","","1f05cfb449fd4dc3a42f68a61748c482","1329"
"6919","TWD","90","代墊","代墊","20260415","","常皮","爸買1根哈根達斯雪糕70加上櫃子的10塊零錢兩個找給爸","","","","46d61a5349a443f692b62f96ff220857","2005"
"6918","TWD","590","餐飲食品","晚餐","20260415","常皮","","品項 數量 金額 \n 銷魂鴨肉片飯 x1 $90 媽 \n 極品鴨腿飯 x1 $120 弟 \n 銷魂套餐 x1 $180 我 \n --燙青菜 x1 - \n --鴨肉丸湯 x1 - \n 黑白切 x1 $100 我 \n 黑白切 x1 $100 弟","","","","ad4d1d7046d2493e98e5713c3c7ac68e","1950"
"6917","TWD","322","帳目整理","帳目整理","20260415","","常皮","","","","","c2a2519bba6e4c04b4619af19721a041","1310"
"6916","TWD","195","代墊","代墊","20260415","","常皮","弟買3根哈根達斯雪糕","","","","c30574c3e2824b12a12c6e939dfd4c1c","1309"
"6915","TWD","90","餐飲食品","午餐","20260415","常皮","","一畝綠：拉麵","","","","aab84d7f97ea4184b90f8db65a4d8b80","1306"
"6922","TWD","220","一般收入","收取還款","20260416","","常皮","弟弟昨天的晚餐","","","","fe008f0badd7456b9f03b423b94150dc","1825"
"6921","TWD","140","餐飲食品","午餐","20260416","常皮","","金元寶水餃大王：招牌飯","","","","02b88d933e4d4cf28f03f85c40dd9b06","1631"
"6920","TWD","240","費用","帳目整理","20260416","常皮","","","","","","ca3e4ae556d94b4a8e8b20e2728cc816","1609"
"6926","TWD","66","一般收入","錯誤","20260417","","常皮","從抽屜拿零錢湊整數給外送員","","","","4bf9a30366d04bdeb8f208f856fdfeab","1107"
"6925","TWD","666","餐飲食品","晚餐","20260417","常皮","","Burger King 漢堡王 (新竹忠孝店) \n 品項 數量 金額 \n 六層蔬菜犇牛堡餐 \n (M)百事無糖可樂 1 $409 \n 三層蔬菜犇牛堡餐 \n (M)茶花綠茶 1 $229 \n 小計   **$638** \n 標準外送服務費   $9 \n 平台費   $19，弟的部分229+28/2=243","","","","90d9b15dc06a4b7f990bf829cf98fe3d","1908"
"6924","TWD","230","汽機車","油錢","20260417","台新信用卡","","","","","","6fd5c5b7523c43c8942806096107c0e1","1904"
"6923","TWD","240","餐飲食品","午餐","20260417","常皮","","虱目魚肚粥","","","","820220d245c34e858d88d3588a6445b4","1603"
"6928","TWD","39","餐飲食品","飲料","20260418","台新信用卡","","茶裏王四季春茶x2","","","","5d65391672b8450284b4230206b5d036","1649"
"6927","TWD","150","休閒娛樂","展覽","20260418","常皮","","黑蝙蝠中隊劇本殺","","","","35e7772cba73426db684093f5998633c","1600"
"6931","TWD","700","帳目整理","帳目整理","20260420","","常皮","","","","","5a8b620a7edf49979bb93223f41d43c0","1336"
"6930","TWD","1856","理財投資","保險","20260420","玉山信用卡","","南山1／2終生意外險加實支實付醫療險12期","5|20250820|20260420|null|2|1","","","77b3a54b6652467eac19070edcda38f9_20260420",""
"6929","TWD","1856","轉帳","一般轉帳","20260420","玉山活存","玉山信用卡","","6|20250820|20260420|null|2|1","","","96291ed6d53345cd8a254ce3a2b07f5f_20260420",""
"6936","TWD","269","餐飲食品","晚餐","20260421","常皮","","麵容餃好。新竹龍山店 \n 品項 數量 金額 \n 客家乾板條(份) 1 $60 \n 綜合時蔬(份) 1 $60 \n *黑豬肉秘製香腸(份) 1 $55 \n *煙燻豬耳朵(份) 1 $49 \n *涼拌煙燻豆包(份) 1 $45","","","","694c4c76191f4eceb39f0415a886c13f","1246"
"6934","TWD","224","帳目整理","帳目整理","20260421","","常皮","","","","","062a10ab037d4b5581c7f15fa88328d2","1311"
"6933","TWD","200","餐飲食品","午餐","20260421","常皮","","飯飯：牛五花飯","","","","52f8ff064a0f4027b52cb7a0778bece3","1307"
"6932","TWD","1099","居家生活","網路費","20260421","台新銀行","","500G寬頻","7|20250121|20260421|null|2|1","","","abef87863d194a2e9ea3f1643b5f4b15_20260421",""
"6943","TWD","2","一般收入","錯誤","20260422","","常皮","","","","","4bd6077911b74951afc3b15142b3c6ed","2134"
"6942","TWD","164","費用","代墊","20260422","台新信用卡","","愛買茶葉蛋跟蔥燒蛋洋芋片以及雪糕分一半","","","","dd77e08d99ef46639f7b79f7c16b26ac","2132"
"6941","TWD","1144","人情交際","和弟吃飯","20260422","台新信用卡","","靜岡勝政日式豬排-新竹巨城店：弟弟吃龍虎石斑加上豬排組合餐，我吃桃園豬排TORO，加上靜岡玄米茶以及起司蛋糕","","","","d7ad85832ddd484ba7b522f3253f1f3c","2130"
"6940","TWD","8","代墊","代墊","20260422","","常皮","零錢的部分是一塊錢","","","","40c035de8a954ffc9ed74953257c1844","2130"
"6939","TWD","580","代墊","代墊","20260422","","常皮","1144−580×1.1晚餐部分+(109+55)÷2愛買茶葉蛋跟蔥燒蛋洋芋片以及雪糕分一半","","","","867b7aafa6a841bb85a85ad28d795269","2129"
"6938","TWD","176","費用","代墊","20260422","台新信用卡","","愛買烤蔬菜跟優酪乳176元","","","","bfcab1fb89fc4b8484081f1dcd63a8cf","2128"
"6937","TWD","8279","轉帳","一般轉帳","20260422","台新銀行","台新信用卡","","","","","62c1027516064cc59717734cd07f8471","1644"
"6935","TWD","199","餐飲食品","午餐","20260422","常皮","","鐵板韓式炸雞便當加泡菜","","","","8624cbbce5fe4ce8adf4d88485ec67dc","1245"
"6944","TWD","140","餐飲食品","午餐","20260423","常皮","","金元寶水餃大王：三鮮繪飯","","","","1d4ba10005414bf1b60b94cbd2f686e4","1600"
"6945","TWD","35","居家生活","居家雜物","20260425","台新信用卡","","給爸一罐瞬間膠","","","","8df353f8a50c4d139578c6183be8ff91","2042"
"6953","TWD","580","轉帳","一般轉帳","20260426","常皮","台新銀行","帳目整理，為啥會少了這一筆錢啊","","","","87b6ba8b65334d20898c3216848961fc","2158"
"6947","TWD","338","休閒娛樂","電玩","20260426","台新信用卡","","世紀帝國4DLC，金朝文明預購","","","","4a5991294e2c4ce298e82b344af5570c","1951"
"6946","TWD","2100","人情交際","孝養父母","20260426","常皮","","​消費額： $2，860，吃菜園 \n ​服務費： $286 \n ​結帳額： 3，146 元，我出三分之二包含媽媽的部分，弟弟出三分之一自己的 \n 品名 數量 金額 \n 招牌白肉預定 1 $460 \n 蔥㸆小排預定 1 $580 \n 脆皮雞1/2隻預定 1 $560 \n 寧式鱔糊 1 $420 \n 地瓜葉皮蛋 1 $340 \n 菜飯預定 3 $120 \n 翡翠海鮮羹 1 $380","","","","5300d45f7466421e85ab186b42f4dd9f","1940"
"6955","TWD","82","投資收入","定存","20260427","","玉山定存","","","","","7b8aeda1ca3d46e3975492db48a1c5c1","2204"
"6954","TWD","160","費用","錯誤","20260427","常皮","","","","","","76d7b8cd54aa42be995b0d6bb97ce4aa","2201"
"6952","TWD","194","代墊","代墊","20260427","","台新銀行","弟吃一半牛舌跟牛奶豆漿","","","","9dac4d662bb540688aa2ac73b961df38","2154"
"6951","TWD","1000","轉帳","一般轉帳","20260427","台新銀行","常皮","","","","","8ef2b3a3c0e646ef94cc767babf0c64e","2146"
"6950","TWD","960","餐飲食品","晚餐","20260427","台新信用卡","","​燒肉LIKE (新竹巨城店) \n 牛五花 & 橫膈膜套餐 200g 1 $620 \n - 白飯 350g 1 - \n - 韓式泡菜 1 - \n - 每日湯品 1 - \n 檸檬洋蔥醬厚切牛舌 100g 1 $340","","","","32559d3f96544e0caf17e83079a1d0b0","2144"
"6949","TWD","48","餐飲食品","飲料","20260427","台新信用卡","","牛奶豆漿x2，分弟一瓶","","","","2a74d5fba38a488da32282b941bd6a88","2143"
"6948","TWD","209","餐飲食品","午餐","20260427","常皮","","來來越式料理：海鮮河粉","","","","277e76ff0db44f53aeef870fc30a4aa1","1252"
"6959","TWD","450","服飾美容","剪髮理容","20260428","常皮","","剪加洗","","","東南理髮店","9c632318cb504dbe91d32aec2ce58438","1225"
"6957","TWD","174","餐飲食品","午餐","20260428","常皮","","すき家:秋葵牛丼中碗","","","","90391656f5de455b9377f8655bda4f8d","1239"
"6956","TWD","49","餐飲食品","飲料","20260428","台新信用卡","","AB無加糖優酪乳PE517ml","","","","1a5002f7db1841ef94ccc09a1232d33d","857"
"6958","TWD","169","餐飲食品","午餐","20260429","常皮","","紅醬海鮮燉飯","","","","d6d620f969c2469db721e63656c5cf06","1753"
"6962","TWD","127","餐飲食品","晚餐","20260430","台新信用卡","","好多菜三明治，黃金地瓜菜菜捲，兩個都是打七折 \n AB無加糖優酪乳517cc","","","","59e7c87b569a4deaac4963f0d3d7361d","1751"
"6961","TWD","85","費用","帳目整理","20260430","常皮","","","","","","7c1dd44feccf498ca01a4063bb32c52b","1619"
"6960","TWD","250","餐飲食品","午餐","20260430","常皮","","肉絲炒飯，滷味大","","","","aff89824e1a14eec81e1717f936de924","1251"
"6963","TWD","1084","醫療保健","醫療器材","20260501","台新信用卡","","美締醫用輔助襪（第一級）","","","","25d472205dad448199b9c0a476c2739b","1624"
"6966","TWD","49","餐飲食品","飲料","20260502","台新信用卡","","LP33無加糖優酪乳PE517ml","","","","e1456547ab2a4bf3ad34c673ed7e6d3c","2117"
"6965","TWD","175","餐飲食品","午餐","20260502","常皮","","阿木麵食館、蔬食：麻辣鍋豆腐拉麵小辣，跟我朋友分炒斤餅加蛋，炒蘿蔔糕加蛋","","","","b0631750a8a1439da52ab0ec9b5e33fa","2116"
"6964","TWD","230","餐飲食品","點心零嘴","20260502","常皮","","艾比兒甜點：伯爵茶布丁，杜拜巧克力，在新竹公園的椪柑市集買的","","","","d5a207878a2845f18416bf66b03e3ac9","2115"
"6967","TWD","69","餐飲食品","午餐","20260503","常皮","","紐澳良烤雞三明治，光泉濃豆漿","","","","2cbd54bbd97049b2a68dcfee4e4a7ccd","1029"
"6976","TWD","95969","一般收入","公司薪資","20260504","","玉山活存","","","","","6baa5a2e4bae4725a442a447bcae79df","2153"
"6968","TWD","64","休閒娛樂","電玩","20260504","台新信用卡","","deviant art訂閱","","","","610eccc9173e4343ba6bb50bfb718187","2132"
"6972","TWD","3000","轉帳","一般轉帳","20260505","台新銀行","常皮","","","","","a75b73a637574cf2a476d1fcd726e6e4","1926"
"6971","TWD","530","餐飲食品","晚餐","20260505","常皮","","​慶咖哩 \n 品項 數量 金額 \n 牛肋條咖哩 \n (二辛， 加起司) 1 $380 \n *單點***廣島牡蠣 1 $150","","","","2e7ffe2840fc42a19157362ec9e15927","1825"
"6970","TWD","399","一般收入","錯誤","20260505","","常皮","","","","","f6d0eeccefdb4ea09ece1f0b44378b52","1305"
"6969","TWD","130","餐飲食品","午餐","20260505","常皮","","101池上便當：雞腿便當","","","","89963ba3c2a443b0962f3e09068c2680","1303"
"6975","TWD","1000","人情交際","孝養父母","20260506","常皮","","5/5糖朝晚餐50%1630扣給我現金1000 \n 品名 數量 金額，共2964+10% \n 2026母親節雙人套餐 1 $1780 \n - 黃金泡菜 1 $0 \n - 金牌脆皮雞(半隻) 1 $0 \n - 滑蛋牛肉 1 $0 \n - 櫻花蝦高麗菜 1 $0 \n - 雙色蒸燒賣 1 $0 \n - 脆皮海皇腸粉 1 $0 \n - 港式檸檬凍飲 (餐前) 1 $0 \n - 絲襪奶茶(冰) (餐前) 1 $0 \n 蔥花鬼馬腸粉 1 $128 \n 鮮蝦滑腸粉 1 $168 \n 櫻蝦臘味蘿蔔糕(3入) 1 $118 \n 水晶瑤柱炒飯 1 $350 \n 香菜龍虎魚片湯 1 $420","","","","b3591d80d3b14a748c148c8843bca331","2153"
"6974","TWD","16618","人情交際","孝養父母","20260506","玉山活存","","13，000+股息420−鴨肉飯90元+皿富器食1649+4/22小籠包50蛋餅35=85−愛買烤蔬菜跟優酪乳176元+冷氣滤網1100+5/5唐朝晚餐50%1630扣給我現金1000=16618","","","","9b8c6f0d0bda49848a3017ccfd794c0f","2151"
"6973","TWD","225","餐飲食品","午餐","20260506","常皮","","嬤佬麻婆豆腐（疑似雙醬咖哩中央店），牛肉麻婆豆腐","","","","a5c8a85dd8cf4620af1e42de1b499a20","1216"
"6990","TWD","102","餐飲食品","晚餐","20260507","台新信用卡","","即期沙拉，高鈣豆漿（甜），高纖豆漿","","","","ef45ac7f83db4478b0651f7a9d177792","1501"
"6977","TWD","180","餐飲食品","午餐","20260507","常皮","","三十米路：腸蚵麵線，燙花椰菜","","","","9ce3138094714487a08884d03f13c496","1307"
"6978","TWD","140","餐飲食品","午餐","20260508","常皮","","燒肉法國麵包","","","","d83358ed2d4f4bef96d0ed4bc25dc556","1609"
"6982","TWD","537","代墊","代墊","20260509","","常皮","護理師把他的部分的錢給我","","","","1fcb2e88014f422bab6999b5d36ab232","1854"
"6981","TWD","957","餐飲食品","午餐","20260509","台新信用卡","","跟之前在日本旅遊團認識的護理師一起吃午餐 \n 銀座杏子日式豬排 京站店，有收10%的服務費 \n 品項 數量 金額 \n 白帶魚熟成里肌豬排 \n - 越光白米飯 \n - 干貝味噌湯 (+30) 1 $450 \n 白帶魚熟成里肌豬排 \n - 16穀米 \n - 味噌湯 1 $420","","","","49ba42971f954f338461302c3726bafe","1850"
"6980","TWD","16","運輸交通","捷運","20260509","愛心卡","","","","","","4361768d61c24ae588f45090b6ae0b4b","1850"
"6979","TWD","280","運輸交通","高鐵","20260509","台新信用卡","","","","","","92e52b034bb74440bc74c2511bd2a8fe","1849"
"6986","TWD","550","費用","代墊","20260510","台新信用卡","","幫媽代墊竹光杏仁茶減糖10包","","","","3bb6f39f14644e8e806b3a5c0f069ac0","1747"
"6984","TWD","260","帳目整理","帳目整理","20260511","","常皮","","","","","509301f197b34c83b2a6df31557a5705","1602"
"6983","TWD","190","餐飲食品","午餐","20260511","常皮","","波奇波奇：自選夏威夷飯（雞肉，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，海藻沙拉 \n ，南瓜子）","","","","3ca1fef13e2b4d3b8f585e77e6626d1e","1601"
"6985","TWD","110","餐飲食品","午餐","20260512","常皮","","畚箕湖阿里山便當：炸鱈魚便當","","","","1ad88b1ee667487fbd3c2889680a57fe","1305"
"6989","TWD","50000","理財投資","股票","20260513","玉山活存","","006208+VOO國泰定期定額40000，先轉預備金","","","","86859a69bc9e4bb291188e289e3fa496","1457"
"6988","TWD","190","餐飲食品","午餐","20260513","常皮","","盈竹小吃：骨仔肉湯，空心菜，跟某一家排骨飯便當","","","","f82ed4144de742b291ed86d6af190fb5","1212"
"6987","TWD","276","費用","代墊","20260513","台新信用卡","","幫爸買充電頭跟線","","","","0b057baa529a4229ba93671a93c265ca","1114"
"6994","TWD","160","餐飲食品","午餐","20260514","常皮","","大無敵烤肉飯：烤雞軟骨加燒肉便當","","","","a6450bd368324618ade5d3096b358062","2107"
"6993","TWD","100","帳目整理","帳目整理","20260514","","常皮","","","","","d7bdae7d126e4e72b1201be62c6b35d9","1256"
"6992","TWD","88","一般收入","公司薪資","20260514","","常皮","補0.04加班費的差距","","","","03f0c70008904ea7b8ad393cb4d2b95f","1255"
"6991","TWD","179","餐飲食品","午餐","20260514","常皮","","來來越式料理：紅燒豬肉飯","","","","a43102a691904ff3b769ab81b0ebbe8c","1255"
"6996","TWD","4","費用","錯誤","20260515","常皮","","","","","","b9df8d455194418fa3517cdca9b9d06f","1613"
"6995","TWD","150","餐飲食品","午餐","20260515","常皮","","禾米豐原便當：蒜泥白肉便當","","","","07aa906f93e44d8e9fbd4605b2eadd31","1246"
"6999","TWD","195","運輸交通","高鐵","20260516","台新信用卡","","","","","","67db6f0a65b7492b93a6aee7e5ef6f86","1951"
"6998","TWD","100","餐飲食品","午餐","20260516","常皮","","口湖123麵食飲料館：肉羹飯加蛤蜊湯，多的給彥碩","","","","72edbf37eeba4d09bff22974515cb9ff","1949"
"6997","TWD","15","餐飲食品","飲料","20260516","台新信用卡","","711厚奶拿鐵補差額（中鋼50元禮卷","","","","d720b40a67144c72a19cee7cf57a8064","1037"
"7001","TWD","324","帳目整理","帳目整理","20260518","","常皮","","","","","b40eae2e0461447da0d34fa7806d43a0","1333"
"7000","TWD","263","餐飲食品","午餐","20260518","常皮","","大無敵烤肉飯：烤雞排飯，加30元燒肉跟飲料湯（goodpanda外送貴）","","","","a658a9b3c437438d82b7bb1ce3676278","1328"
